txn_id,timestamp,user_id,target_user_id,amount,ip,device_id,card_hash,ip_velocity,device_age_hours,geo_mismatch,session_duration,hour_of_day,is_new_account,is_new_payee,agentic_behavior_score,amount_zscore,label
txn_9e8d7d040c7b,1700014786.0546136,u_2568,u_2914,810.11446787741,ip_120.25.117.80,dev_3737c79a,card_105c483a,0,0.0,0,467.08167264630146,2,1,1,0.1,0.0,0
txn_109308d00d4c,1700015631.3540018,u_312,u_475,1046.6186521215484,ip_124.71.186.151,dev_ad64f283,card_64134769,0,0.0,0,9.626968921052654,2,1,1,0.1,0.0,0
txn_faeac5c073db,1700015736.524283,u_11,u_240,3022.3379029061043,ip_88.72.40.56,dev_232cc02c,card_2d8b7446,0,0.0,0,245.95136648367168,2,1,0,0.1,0.0,0
txn_0346bdabe709,1700016166.0475688,u_99,u_3527,5212.0499918629675,ip_249.24.238.193,dev_159ea2ea,card_488bd9ff,0,0.0,0,293.0974496340892,2,1,1,0.1,0.0,0
txn_7e69de410daf,1700016250.4421232,u_856,u_4038,673.2566836603038,ip_68.248.168.201,dev_0af0a856,card_7008b5a5,0,0.0,0,214.81515023812184,2,1,0,0.1,0.0,0
txn_cb0b8eb9e0b1,1700016592.6071835,u_4518,u_12,5630.468012132221,ip_165.15.190.203,dev_892055b8,card_a4dcf87d,0,0.0,0,313.158296156483,2,1,1,0.1,0.0,0
txn_2ae87bf7e61f,1700016803.8944178,u_3024,u_720,5060.29689837307,ip_171.3.194.25,dev_0cb2cb4b,card_a3e254cb,0,0.0,0,424.27391283304365,2,1,1,0.1,0.0,0
txn_09c694558a66,1700016890.4672587,u_909,u_1162,2993.716131536058,ip_215.102.202.127,dev_592fdb32,card_795ebff8,0,0.0,0,341.30288464360893,2,1,0,0.1,0.0,0
txn_94a5dab03876,1700017075.3746028,u_74,u_290,1359.8953976205476,ip_103.255.172.167,dev_3db613fd,card_423494bc,0,0.0,0,100.13052510473337,2,1,0,0.1,0.0,0
txn_3fff85f74400,1700017099.1638274,u_2464,u_365,2005.077774591122,ip_15.168.90.10,dev_6fe85063,card_0d9f3a46,0,0.0,0,15.09693846473517,2,1,0,0.1,0.0,0
txn_16dc05d38c9b,1700017161.7239544,u_1033,u_772,5866.424638994792,ip_67.142.240.150,dev_007eb67c,card_601dc58f,0,0.0,0,346.62785470970874,2,1,0,0.1,0.0,0
txn_453ccdaf4241,1700017314.6591723,u_238,u_1937,1559.9318504827077,ip_196.148.98.123,dev_2bc28451,card_41b1135a,0,0.0,0,357.3388099521558,3,1,1,0.1,0.0,0
txn_15873605ea26,1700017375.5692134,u_1198,u_3379,6016.427979815252,ip_178.37.131.100,dev_132190a3,card_13c8e50c,0,0.0,0,333.19997433325784,3,1,0,0.1,0.0,0
txn_cffe37acd01d,1700017489.7615488,u_2041,u_3269,3039.227789856035,ip_250.41.23.71,dev_14708d54,card_a8902e3a,0,0.0,0,581.4535278878601,3,1,1,0.1,0.0,0
txn_bb8d043a15e5,1700017546.3531175,u_4438,u_226,736.5467970563834,ip_213.209.107.39,dev_e3954c02,card_038e8eda,0,0.0,0,391.67643336427597,3,1,1,0.1,0.0,0
txn_e989f3440e4c,1700017720.3300054,u_2682,u_4404,3464.0758911005414,ip_237.137.60.98,dev_157475f4,card_63a9f453,0,0.0,0,298.37970017442603,3,1,0,0.1,0.0,0
txn_6e8725ac0e5f,1700017954.4073627,u_2057,u_1138,378.1145638383751,ip_248.97.145.124,dev_45fd7d85,card_db03f820,0,0.0,0,274.72664463349815,3,1,0,0.1,0.0,0
txn_74bc573605ca,1700018360.251072,u_3432,u_329,393.24321649621595,ip_122.88.74.130,dev_15a6a3ac,card_0ff52292,0,0.0,1,247.61661259299794,3,1,0,0.1,0.0,0
txn_394c88015201,1700018416.520518,u_1097,u_185,4403.9075301561015,ip_150.31.102.203,dev_4dd85c6c,card_25eec599,0,0.0,0,410.4042648289362,3,1,1,0.1,0.0,0
txn_ba8ceb82a7f3,1700018492.7875485,u_8,u_343,1198.9311278425932,ip_57.115.151.72,dev_48925a33,card_2e944345,0,0.0,0,583.1093969282784,3,1,1,0.1,0.0,0
txn_5b94785e3dfc,1700018721.176931,u_3099,u_534,538.6057198869925,ip_152.249.97.158,dev_aff0653d,card_21b043c3,0,0.0,0,173.02598260361972,3,1,1,0.1,0.0,0
txn_49a298d73246,1700018899.2553573,u_2156,u_2740,517.4362988818347,ip_114.35.249.243,dev_fcc2b747,card_cf7c2b86,0,0.0,0,224.3803336255095,3,1,1,0.1,0.0,0
txn_2f088ce37c4f,1700018913.1551034,u_8,u_2829,4432.847052117086,ip_57.115.151.72,dev_48925a33,card_2e944345,0,0.11676876525084177,0,523.3391884518555,3,1,0,0.1,0.0,0
txn_ab9aa333babe,1700019147.810257,u_4929,u_1504,2248.013777438823,ip_41.60.25.171,dev_67d590ab,card_4f0258bc,0,0.0,0,309.6005641196191,3,1,0,0.1,0.0,0
txn_59f6ab69b1a7,1700019324.6629608,u_4024,u_3847,2006.6081818486466,ip_201.220.184.130,dev_473e8469,card_4ce1140d,0,0.0,0,533.7361296912209,3,1,1,0.1,0.0,0
txn_4515f2552b11,1700019436.4849503,u_785,u_810,3533.519475591255,ip_129.234.223.15,dev_e6e72444,card_7196910c,0,0.0,0,389.8405507826083,3,1,1,0.1,0.0,0
txn_155664b11a9d,1700019444.0358167,u_1677,u_2379,2921.7549971755957,ip_215.6.13.177,dev_11ca6767,card_d41fa681,0,0.0,0,307.0743775661354,3,1,0,0.1,0.0,0
txn_444607ef0ab2,1700019722.4171107,u_985,u_3739,2444.754551418173,ip_115.154.173.181,dev_4ee4a122,card_401deaef,0,0.0,0,178.13830323051954,3,1,1,0.1,0.0,0
txn_4c142b7620e4,1700019967.812307,u_1682,u_1838,1158.0553774240377,ip_108.170.26.170,dev_6fd8ec1e,card_006a80f0,0,0.0,0,550.6679773311351,3,1,0,0.1,0.0,0
txn_6227ba3c9dc8,1700020182.9597278,u_1,u_391,4399.093714826762,ip_71.63.58.36,dev_9a96f05a,card_47c819a2,0,0.0,0,164.73690014573702,3,1,1,0.1,0.0,0
txn_46ae11ef5a19,1700020377.90414,u_1327,u_151,2713.66696387346,ip_117.157.156.15,dev_1d119c30,card_34dea5e2,0,0.0,0,399.81275305460895,3,1,0,0.1,0.0,0
txn_51e15df2b12e,1700020399.7303536,u_4165,u_1609,1638.0783656476249,ip_233.86.200.70,dev_4c51a54a,card_21f3e333,0,0.0,0,164.131830219533,3,1,0,0.1,0.0,0
txn_b0f9fae73cd6,1700020535.410673,u_3487,u_2016,6106.8020606954815,ip_117.26.38.183,dev_3af51886,card_aa7d5856,0,0.0,0,417.3908834403826,3,1,1,0.1,0.0,0
txn_301ffb9a67b5,1700020716.888189,u_1379,u_56,9441.905109549425,ip_22.149.25.130,dev_6fe87e52,card_23284acd,0,0.0,0,20.25620959721239,3,1,0,0.1,0.0,0
txn_b37b8241939f,1700021239.3619084,u_4091,u_457,527.1455441298103,ip_206.192.51.189,dev_ff45956d,card_cb8a813e,0,0.0,0,532.2123778207617,4,1,0,0.1,0.0,0
txn_bc502cfdce1d,1700021331.9656441,u_162,u_867,1572.7071681034995,ip_239.106.206.172,dev_903622ec,card_38329d02,0,0.0,0,158.04152213602384,4,1,1,0.1,0.0,0
txn_a89d342d4335,1700021483.9539976,u_4639,u_3,2569.5341589542813,ip_230.47.24.20,dev_89e3f142,card_9d73c98f,0,0.0,0,258.38366731514395,4,1,1,0.1,0.0,0
txn_de0e37f78203,1700022163.8228028,u_357,u_129,358.98716115595255,ip_26.224.217.113,dev_6d5a30f0,card_0399eda8,0,0.0,0,261.11944060417153,4,1,1,0.1,0.0,0
txn_f570a702a1c1,1700022366.4260247,u_323,u_3027,1943.582788707398,ip_48.248.14.65,dev_ddc20069,card_d016dc0c,0,0.0,0,378.4992723116673,4,1,1,0.1,0.0,0
txn_034874443954,1700022472.4334304,u_3111,u_202,2684.8326605564835,ip_30.87.44.6,dev_e7fccca8,card_462d1c1e,0,0.0,0,480.1278684049661,4,1,0,0.1,0.0,0
txn_e38c805199ef,1700022695.0877714,u_1115,u_3052,563.8554926905673,ip_147.134.44.176,dev_447d49ad,card_9c072ebe,0,0.0,0,441.106230113414,4,1,1,0.1,0.0,0
txn_4fe128615435,1700022833.1023488,u_4046,u_4485,2901.971037672767,ip_220.112.207.60,dev_13ba7433,card_35a7e165,0,0.0,0,543.654852988876,4,1,0,0.1,0.0,0
txn_2bf9841da799,1700023007.1971445,u_264,u_74,1716.5044907157062,ip_30.145.243.56,dev_a20a2f5d,card_329fd872,0,0.0,0,333.76070444209785,4,1,1,0.1,0.0,0
txn_cb12eaacd91b,1700023713.8204505,u_1847,u_953,914.1692706932555,ip_172.89.115.62,dev_95a328d4,card_b60395e6,0,0.0,0,297.7049996880369,4,1,1,0.1,0.0,0
txn_3e00f37ed991,1700023797.1522708,u_2022,u_4947,1829.6508486007342,ip_131.103.202.87,dev_98691d3c,card_b8f38863,0,0.0,1,22.77364135613289,4,1,0,0.1,0.0,0
txn_c06a3a4b1963,1700024951.2868855,u_1684,u_42,1793.6848507041113,ip_180.36.108.213,dev_2c616a77,card_4cc65727,0,0.0,0,269.31674934843625,5,1,0,0.1,0.0,0
txn_0f81f40d3816,1700025400.121372,u_3514,u_155,3593.768427190899,ip_90.18.223.12,dev_7cfc2b35,card_d65f452f,0,0.0,0,216.51115502175486,5,1,1,0.1,0.0,0
txn_308a2a08fd20,1700025950.576979,u_2553,u_4255,548.0481610661337,ip_181.206.73.147,dev_03581b7b,card_934bc437,0,0.0,0,206.09093638971726,5,1,1,0.1,0.0,0
txn_ad17f6da7ff9,1700026028.543317,u_799,u_2409,4922.795431202535,ip_21.12.243.165,dev_946d6b75,card_807de154,0,0.0,0,356.4151217530965,5,1,0,0.1,0.0,0
txn_dbbdb15e021c,1700026754.0723572,u_10,u_915,965.7947961511287,ip_207.41.179.109,dev_d35d242a,card_2b1c4398,0,0.0,0,306.5680349602605,5,1,0,0.1,0.0,0
txn_80cb1b9f49bd,1700026979.3963897,u_2840,u_1729,2908.4210275640226,ip_4.187.110.189,dev_050a94dd,card_a9d43e72,0,0.0,0,25.75526930028433,5,1,0,0.1,0.0,0
txn_2e5dc9c1bd27,1700027127.0934405,u_4656,u_198,8291.86221175655,ip_40.56.222.94,dev_f01d9069,card_e9f84302,0,0.0,0,268.36966354204935,5,1,0,0.1,0.0,0
txn_4eb5b75a55c5,1700027202.2630577,u_413,u_132,1633.8905352722873,ip_26.135.234.117,dev_bfbfbabf,card_48ffe8ef,0,0.0,0,400.9895835981415,5,1,0,0.1,0.0,0
txn_6f753fb06df1,1700027478.046099,u_2348,u_2023,2324.6311220193697,ip_179.172.5.97,dev_1b8a75a7,card_394b27c9,0,0.0,0,347.7070486768487,5,1,0,0.1,0.0,0
txn_ad189e6ab556,1700027506.9911559,u_258,u_2354,437.2769745904998,ip_139.14.244.90,dev_c1092ee4,card_94a48380,0,0.0,0,29.105964181444232,5,1,0,0.1,0.0,0
txn_1c14115e3565,1700028206.5890412,u_77,u_4062,2284.233758839265,ip_17.87.6.151,dev_e4f109cd,card_695ca7da,0,0.0,0,117.57995984599077,6,1,0,0.1,0.0,0
txn_f88549abe0f9,1700028524.7062614,u_15,u_1192,1283.2114222377313,ip_207.12.187.118,dev_f4b4c4b3,card_21f38ded,0,0.0,0,320.7821497429148,6,1,1,0.1,0.0,0
txn_7072c37db868,1700028793.0679324,u_4,u_224,960.2992648628154,ip_109.9.8.24,dev_7dde618f,card_e091897b,0,5.234647067387899,0,508.3986854761828,6,1,0,0.1,0.0,0
txn_3708bb2d54c3,1700029565.8072057,u_539,u_1582,5284.362873550945,ip_25.81.110.81,dev_344c84ac,card_5f15a1cf,0,4.777531467146344,0,287.0879883342161,6,1,0,0.1,0.0,0
txn_1442a9bf3206,1700029627.4629574,u_3886,u_1160,867.1301687397182,ip_82.236.208.248,dev_5554941d,card_147e3e34,0,0.0,0,425.010344234209,6,1,1,0.1,0.0,0
txn_2eb901f7869c,1700029950.2267456,u_921,u_23,5102.775795404066,ip_87.203.76.146,dev_7d08a5b4,card_9efd75ed,0,0.0,0,545.3916372746962,6,1,1,0.1,0.0,0
txn_a23d6804fc67,1700029967.965026,u_204,u_117,235.5387550351257,ip_193.61.173.80,dev_01a9e9bc,card_5e157ceb,0,0.0,0,513.6291658132775,6,1,1,0.1,0.0,0
txn_30d059b9fd1b,1700030024.2891095,u_489,u_3672,428.9240651476752,ip_244.191.179.243,dev_317c2784,card_7db36f2c,0,0.0,0,509.1416671199159,6,1,0,0.1,0.0,0
txn_23b8f02b6662,1700030343.5058103,u_4698,u_238,2675.4724545160984,ip_254.71.108.31,dev_8c7b6266,card_1c677164,0,0.0,0,590.1295607075149,6,1,0,0.1,0.0,0
txn_c4bf8a004d94,1700030983.3623564,u_4,u_192,6529.624358896856,ip_109.9.8.24,dev_7dde618f,card_e091897b,0,5.843062185181512,0,136.48433118546757,6,1,0,0.1,0.3435332980079901,0
txn_a167f23d9648,1700031662.2549255,u_5,u_2878,1248.8631920234861,ip_56.60.130.155,dev_c718fe00,card_8884a2c7,0,0.0,0,390.6759527479996,7,1,0,0.1,0.0,0
txn_0e1f05f75b2d,1700031861.7546794,u_7,u_10,5465.612979207284,ip_167.180.140.108,dev_4f1aa1bb,card_7c78b9a9,0,7.315528308616744,0,166.81474845973722,7,1,0,0.1,0.26342633614605926,0
txn_f1b7357c0ee2,1700031963.938056,u_3392,u_3210,2084.0001582949935,ip_233.176.87.236,dev_df8245a3,card_e21afa6b,0,0.0,0,74.03606072170727,7,1,0,0.1,0.0,0
txn_a77f79336ecf,1700032137.962266,u_4623,u_575,864.5968209422197,ip_112.3.161.198,dev_e6f79b1b,card_67a92749,0,0.0,0,589.6701600081734,7,1,1,0.1,0.0,0
txn_8d209e80cba8,1700032322.1660328,u_2021,u_2725,227.8352592544487,ip_244.42.26.55,dev_7264f378,card_68d6ef50,0,0.0,0,305.3156362615255,7,1,1,0.1,0.0,0
txn_46f4485de45a,1700032410.853147,u_1900,u_4519,1123.2004593333922,ip_218.193.239.254,dev_3bbd7784,card_c9f0b69c,0,0.0,0,516.4568658689155,7,1,0,0.1,0.0,0
txn_d8636c2920f7,1700032417.1214435,u_2424,u_2669,12597.043675278595,ip_100.133.196.162,dev_c49f1c58,card_7f54399f,0,0.0,0,420.5638405712332,7,1,1,0.1,0.0,0
txn_864133d9340f,1700032664.2291455,u_2974,u_1193,1715.560162203771,ip_107.46.126.233,dev_65725d28,card_40896c0b,0,0.0,0,269.5191112187802,7,1,1,0.1,0.0,0
txn_f5ae23df74db,1700033079.6015599,u_255,u_1475,911.879878644746,ip_98.72.193.244,dev_31c5f72c,card_c34d3d4d,0,0.0,0,380.8499623136524,7,1,0,0.1,0.0,0
txn_0f0ebb40de1f,1700033179.6804302,u_1039,u_921,3739.8248075180545,ip_211.126.248.186,dev_96b42ede,card_ca0f5b15,0,0.0,1,330.67190079030183,7,1,1,0.1,0.0,0
txn_10adea9e85cc,1700033381.5758376,u_1817,u_3434,7587.896335707057,ip_176.81.248.142,dev_743e01bf,card_d3581aaf,0,0.0,0,279.60072235726966,7,1,1,0.1,0.0,0
txn_2c4463cdf66f,1700034209.3210988,u_185,u_1601,2744.804386954367,ip_172.51.94.111,dev_a38da243,card_2e935ccb,0,0.0,0,373.2968755189762,7,1,1,0.1,0.0,0
txn_72214ab903c5,1700034256.9799557,u_3734,u_2932,100.0,ip_135.178.124.184,dev_171cb322,card_b5e13c40,0,0.0,0,309.52740132925965,7,1,0,0.1,0.0,0
txn_f8383f54126f,1700034378.2333176,u_865,u_117,866.864951422091,ip_106.177.53.106,dev_b40992f2,card_f7f1fcb4,0,0.0,0,578.6125654729658,7,1,1,0.1,0.0,0
txn_004129c367a6,1700034386.7804036,u_3508,u_4053,5642.882700169577,ip_78.76.125.8,dev_b2b931c8,card_1ac49fa4,0,0.0,0,204.44068659178802,7,1,1,0.1,0.0,0
txn_6246c7b330ba,1700034401.8865495,u_1,u_213,2954.17573439466,ip_71.63.58.36,dev_9a96f05a,card_47c819a2,0,3.9497018949190776,0,153.36522687627473,7,1,0,0.1,0.0,0
txn_3b4c523db99d,1700034575.5547328,u_1776,u_4544,2898.655451127698,ip_111.215.150.124,dev_10b3efb9,card_0dad7ef8,0,0.0,0,284.30199600457235,7,1,1,0.1,0.0,0
txn_2d3e49e3c213,1700035485.7272449,u_564,u_2440,2777.5952734612706,ip_145.169.103.18,dev_02b881d7,card_19ffde59,0,0.0,0,525.2423919691197,8,1,1,0.1,0.0,0
txn_87f1869d2bab,1700035743.664798,u_1033,u_134,339.375138465105,ip_67.142.240.150,dev_007eb67c,card_601dc58f,0,5.161650234328376,0,253.90465171219947,8,1,1,0.1,0.0,0
txn_34d76521f47e,1700036159.1743498,u_2224,u_56,2970.9427776569296,ip_60.82.252.143,dev_f9bc99ea,card_13f4eb74,0,0.0,0,427.3944925406326,8,1,1,0.1,0.0,0
txn_11cd7cc5556f,1700036313.9907477,u_115,u_3215,384.7893382132357,ip_153.18.173.221,dev_659b950f,card_ee91e112,0,0.0,0,353.00851527065095,8,1,0,0.1,0.0,0
txn_9941dcfd1cfa,1700036647.5197945,u_0,u_2014,5371.001419615715,ip_164.29.7.190,dev_d3453923,card_0fee0a53,0,0.0,0,268.988381092689,8,1,1,0.1,0.0,0
txn_ed13c5383ada,1700036656.2411642,u_2101,u_3289,889.4193576413838,ip_96.94.219.103,dev_d1fe3fae,card_a7ee2e5b,0,0.0,1,465.69370008199195,8,1,0,0.1,0.0,0
